logFC,AveExpr,t,P.Value,adj.P.Val,B,Protein_ID,Species,Significant
-0.2149895920709568,23.370514893857465,-1.5590816268318777,0.154846062652294,0.8667983401596395,-6.666665430111637,P00936,ECOLI,FALSE
0.30830957573015283,27.871723733135084,1.4652053922250492,0.17832345932971172,0.8667983401596395,-6.7916404276161835,P00944,ECOLI,FALSE
0.11405750265118542,31.403840930205426,0.8102063561107345,0.4395898333764042,0.8667983401596395,-7.5071080298389345,P00946,ECOLI,FALSE
0.160381502791207,31.281878324959813,0.96501102135019,0.36079943481666055,0.8667983401596395,-7.366910140880827,P00954,ECOLI,FALSE
-0.0451103760152165,33.0143233484086,-0.5653382810905337,0.5862376487849912,0.8990511399147461,-7.6847235681194075,P00956,ECOLI,FALSE
-0.09610475520278072,33.417129912789214,-1.1258742548369844,0.2905520388150344,0.8667983401596395,-7.20071277202078,P00957,ECOLI,FALSE
0.1238819306207688,32.372105686573605,0.9772761997279588,0.3550293669853154,0.8667983401596395,-7.354947571764063,P00959,ECOLI,FALSE
0.17574565309504564,31.580093716693828,1.257227287415672,0.2416277218382489,0.8667983401596395,-7.0510439211815426,P00960,ECOLI,FALSE
0.12573588913185318,33.63060780363525,1.4749834560625348,0.1757393702100982,0.8667983401596395,-6.778835947027354,P00961,ECOLI,FALSE
0.10824902281452253,31.79151707147885,1.159248584730215,0.27742264114068255,0.8667983401596395,-7.163815826873442,P00962,ECOLI,FALSE
-0.09201587770120057,28.85851308467528,-0.7611501936309721,0.46685466734384207,0.8718113119746619,-7.547180291550063,P00963,ECOLI,FALSE
-0.04823244246656344,31.54670440503754,-0.5435934441752215,0.6004786423154176,0.9066528131627414,-7.6976947945171394,P00968,ECOLI,FALSE
-8.661828363295474,29.380966525522616,-34.748428508839446,1.411781322366757e-10,5.856068925177308e-8,15.070711865319526,P01008ups;CON__P41361,UPS,TRUE
1.9594468067020578,31.70170135235783,14.776646239742746,1.9994918492367544e-7,2.1826032080615942e-5,7.70907095490317,P01031ups,UPS,TRUE
-0.9023429486885384,29.611859471791153,-5.173146157118333,6.68345128593818e-4,0.04779819988633029,-1.086225425983387,P01133ups,UPS,FALSE
-5.792728091068177,29.057457956455725,-3.832578472433697,0.004337526114004014,0.29986763868147753,-3.0853389814404837,P01344ups,UPS,FALSE
-1.1884518109833202,32.13369093300659,-7.109647149894623,6.931930570570336e-5,0.00575072960134515,1.3697681803505137,P02144ups,UPS,TRUE
-0.10347025280831446,33.7840883883021,-0.8045973149842134,0.4426517732049755,0.8667983401596395,-7.511799236233856,P02358,ECOLI,FALSE
-0.04952446186436532,33.889935403733766,-0.33761071357385025,0.743722661474033,0.9358561687663192,-7.7964761079973535,P02359,ECOLI,FALSE
0.00855755237589051,32.732480969100855,0.062115412266286064,0.9518856168472873,0.9895793330031448,-7.857411997211633,P02413;P75981,ECOLI,FALSE
-4.109702747927901,30.206559898603945,-20.616061071487202,1.2146127987961284e-8,2.290097222457427e-6,10.666527684218652,P02753ups,UPS,TRUE
-10.073189996093298,29.903410839133432,-3.5728129052569932,0.006418402772024581,0.39375836440241424,-3.498335472721031,P02787ups;CON__Q2HJF0,UPS,FALSE
-13.056820198615714,28.122658484946676,-15.64790419823636,1.239381663800282e-7,1.5120456298363439e-5,8.220125289661796,P02788ups,UPS,TRUE
-0.018727554357720777,27.858014530957902,-0.170290814438231,0.8687064370952116,0.9711880916409417,-7.8434322509226595,P02916,ECOLI,FALSE
0.06619994085042791,27.41782198652059,0.4243721463266847,0.6816767196890484,0.9208944577779469,-7.760262144375556,P02918,ECOLI,FALSE
-0.020365029679595636,29.65785929256812,-0.14993158086825106,0.8842638687514023,0.9712710263742217,-7.8470535781888575,P02919-2;P02919,ECOLI,FALSE
0.05745126232103459,30.37967673020016,0.5958420926282777,0.5665765785221715,0.8958401908081824,-7.665733436532242,P02924,ECOLI,FALSE
-0.06694643187082505,35.86281488811019,-0.527249557366538,0.6113030415157618,0.9066528131627414,-7.707131379995896,P02925,ECOLI,FALSE
0.10064474455182904,33.46634965474935,0.7358432653945433,0.4813455433210848,0.8718113119746619,-7.566997621373533,P02930,ECOLI,FALSE
-0.1850729502376396,34.872568254998555,-1.0677597218312396,0.314584841203739,0.8667983401596395,-7.263029479319287,P02931;P02932,ECOLI,FALSE
0.21562286522039642,32.98893717474311,1.3988975705334459,0.1967401090904876,0.8667983401596395,-6.877093743598314,P02943,ECOLI,FALSE
-0.0029902467379585573,27.193020274057236,-0.013207385226784645,0.9897625967403858,0.995522611852357,-7.859463890868232,P03004,ECOLI,FALSE
0.1487393078312529,27.362106661614185,0.6754005410631354,0.5171066910906827,0.8829523425064184,-7.611919637422238,P03018,ECOLI,FALSE
-0.09635358168865693,27.76295584386972,-0.765587850102191,0.4643433453016511,0.8718113119746619,-7.543644815713861,P03813,ECOLI,FALSE
0.09045369099023404,28.174687787677293,0.5098641745257496,0.6229283600054065,0.9093303830571806,-7.7168725662311175,P03817,ECOLI,FALSE
-0.25763306056449764,25.345111432580794,-0.7298156394966878,0.48483929681585924,0.8718113119746619,-7.571630718183468,P03819,ECOLI,FALSE
0.16980766640010359,30.92652683147908,0.903912623390584,0.3905754225726632,0.8667983401596395,-7.424667904944601,P03841,ECOLI,FALSE
-0.012792573637280924,29.843747339609926,-0.11434047344554166,0.911583649552678,0.9792340005292203,-7.852282927964991,P04036,ECOLI,FALSE
-0.9146331080556251,34.15648584442161,-10.796836417244544,2.639628736197132e-6,2.4884499994876595e-4,4.925083962318281,P04040ups,UPS,FALSE
0.21331673466801604,31.84570076887192,1.2897793566656275,0.23061567316524598,0.8667983401596395,-7.012171468092493,P04079,ECOLI,FALSE
0.1700572395379858,29.345702240903037,0.957317462291729,0.36445412444390823,0.8667983401596395,-7.3743518041900344,P04128,ECOLI,FALSE
-0.1136337849114355,29.648258514248997,-0.8303124513056377,0.4287324508221366,0.8667983401596395,-7.4900628501596165,P04335,ECOLI,FALSE
0.07556993302694082,30.92736135415726,0.5688415934056573,0.5839606737947274,0.8990511399147461,-7.6825895518510645,P04425,ECOLI,FALSE
0.09832902030909807,29.484765501994772,0.8353606462315258,0.42603554153327805,0.8667983401596395,-7.485727227518449,P04693,ECOLI,FALSE
0.02109166434310339,32.29547311595103,0.27907029016655227,0.7867626248702477,0.9475703599139028,-7.816367216678866,P04805,ECOLI,FALSE
0.07504171794985126,33.447004910630405,0.7916840927494749,0.44975563820483633,0.8718113119746619,-7.522492645348876,P04825,ECOLI,FALSE
-0.09806151225260606,28.6512468437426,-0.866527367261262,0.40964502662220703,0.8667983401596395,-7.458467736400596,P04846,ECOLI,FALSE
0.06561606605841419,24.37546904991946,0.3844013103971439,0.7099809794658745,0.9307534825120255,-7.777936209889843,P04949,ECOLI,FALSE
-0.05596488629304375,30.22322356747845,-0.6444470576155843,0.5360362017074918,0.8829523425064184,-7.633584695455026,P04951,ECOLI,FALSE
-0.051974177691924694,33.08634614443435,-0.33216122709833273,0.7476922235514902,0.9358561687663192,-7.798483427471545,P04982,ECOLI,FALSE
0.0017327799038895364,32.63700950083709,0.02231346263364206,0.9827052689782556,0.993967030860398,-7.859283693856783,P04983,ECOLI,FALSE
-0.12213136802408897,27.206004159215645,-0.8038518026974951,0.44305982648961606,0.8667983401596395,-7.512420646860877,P04994,ECOLI,FALSE
-0.05286848811093847,27.516253252769943,-0.3384673608309478,0.7430993830825108,0.9358561687663192,-7.796157667967022,Q2A0L1;Q2A0L0;P04995;Q2A0K9;C0Z3X9,ECOLI,FALSE
0.10662816703382205,30.68485155757974,1.164199004981105,0.2755163407226976,0.8667983401596395,-7.158275644752132,P05020,ECOLI,FALSE
0.12259231507797352,27.271556897637698,1.1247617806625032,0.2909980634162648,0.8667983401596395,-7.201928927666973,P05041,ECOLI,FALSE
0.08514184075679765,32.71035620441085,0.9194612738768996,0.38283442513044197,0.8667983401596395,-7.4102626397451985,P05042,ECOLI,FALSE
0.17212586330107627,33.23158063842275,1.6747424733637022,0.12975268449973493,0.8667983401596395,-6.506839450155147,P05055,ECOLI,FALSE
0.02239083616721871,28.306980250427067,0.25311097331381244,0.8061081984869041,0.951772587312,-7.824001014127164,P05194,ECOLI,FALSE
0.010185904039477833,28.17462530603162,0.11477403560973608,0.911250022747948,0.9792340005292203,-7.852227670245099,P05458,ECOLI,FALSE
0.06401820690788185,31.645366702533735,0.5244268270857154,0.6131828236107179,0.9066528131627414,-7.708733830547316,P05459,ECOLI,FALSE
-0.007439513556448674,24.626426711578105,-0.039682666725131,0.9692488942499697,0.9932933336361051,-7.858683844585649,P05523,ECOLI,FALSE
-0.13670881001239366,27.240410995157255,-0.6484475121223333,0.5335666841337705,0.8829523425064184,-7.630836452852229,P05637,ECOLI,FALSE
-0.16416788640573188,27.4265507798098,-0.6438381112089006,0.5364127056692802,0.8829523425064184,-7.634001677050064,P05704,ECOLI,FALSE
0.22628689001865965,26.86946456330685,1.2542308994027216,0.24266301306832533,0.8667983401596395,-7.054587792558928,P05707,ECOLI,FALSE
-0.027709191605534755,26.63652358743169,-0.19426722178670924,0.8504622418235974,0.9659686142070871,-7.8385813519714915,P05791,ECOLI,FALSE
0.12949396356076903,27.665577917879254,0.9064187312583424,0.3893201898905042,0.8667983401596395,-7.422359786381372,P05793,ECOLI,FALSE
0.1927794999411141,28.264144464461467,1.4270087384424226,0.1887396157434534,0.8667983401596395,-6.841163649435773,P05804,ECOLI,FALSE
-0.07380061679567973,24.97726027803892,-0.28019996105249517,0.785924175641502,0.9475703599139028,-7.816018397434804,P05825,ECOLI,FALSE
-0.06369839622256634,27.769057290280312,-0.6487232125594339,0.5333967422049034,0.8829523425064184,-7.630646483165061,P05852,ECOLI,FALSE
0.023498671285221207,29.78022491995378,0.18447068522502683,0.8579059004762534,0.9704262827742653,-7.840639878643987,P06129,ECOLI,FALSE
0.07026407777315313,32.06054388653521,0.8651261666070315,0.4103723031842589,0.8667983401596395,-7.459711336067669,P06149,ECOLI,FALSE
0.08495823246232703,25.94661922756116,0.5409456374252678,0.6022253003118196,0.9066528131627414,-7.699241859004257,P06282,ECOLI,FALSE
0.3690514201010977,30.582251321250123,1.789360703543136,0.10861005733242761,0.8667983401596395,-6.342808301882325,P06610,ECOLI,FALSE
-0.0022978732456380158,31.349508954784596,-0.02990439680326706,0.9768233918553404,0.993967030860398,-7.859062878600842,P06612,ECOLI,FALSE
-0.08998961211887391,27.160588418382265,-0.42407953833673473,0.6818820788061014,0.9208944577779469,-7.760397627929252,P06616,ECOLI,FALSE
-0.04723352963138083,26.58767540803531,-0.39376285729929317,0.7033072372943339,0.9289026436434515,-7.773947757216946,P06709,ECOLI,FALSE
-0.006610020716436793,27.491017688351867,-0.04435940531617538,0.9656272824859662,0.9919321366398681,-7.85846491701607,P06710,ECOLI,FALSE
0.2825460464108609,31.51335578463041,1.8021496974313407,0.10646059135416468,0.8667983401596395,-6.324189724904094,P06715,ECOLI,FALSE
-0.16024112582926975,30.31331310123521,-1.6678780478703725,0.1311318673843575,0.8667983401596395,-6.516492344432656,P06720,ECOLI,FALSE
0.26693951837183505,26.62111178905922,1.0642430861182826,0.3160874427500252,0.8667983401596395,-7.266719768634965,P06721,ECOLI,FALSE
-4.138138105801474,31.79232000304534,-43.86104735991322,1.9114935773356317e-11,2.4362057085394247e-8,16.838916939207593,P06732ups,UPS,TRUE
-0.059510763748377826,24.4145135599072,-0.40086888393151854,0.6982593703988073,0.9272502637602715,-7.770858470596157,P06846,ECOLI,FALSE
0.06574839578101432,34.26539733678935,0.8008996915944196,0.44467814648295356,0.8667983401596395,-7.514876465196161,P06959,ECOLI,FALSE
-0.10892968177120821,27.860871361542493,-0.9153147062244635,0.38488790015537655,0.8667983401596395,-7.41412406605686,P06961,ECOLI,FALSE
0.22643803255705564,25.742281663275445,2.1568733643590567,0.060643842290277784,0.8667983401596395,-5.787249788935224,P06966,ECOLI,FALSE
0.4315700282152406,29.673898087480637,1.8417291588191782,0.10005783754952136,0.8667983401596395,-6.266194082293445,P06968,ECOLI,FALSE
-0.0994512917272985,29.19796249107708,-1.290172924737788,0.23048514672997875,0.8667983401596395,-7.01169735124423,P06971,ECOLI,FALSE
0.187150767610607,29.491246293379483,1.4053575992844698,0.19487603400732442,0.8667983401596395,-6.868876447780534,P06983,ECOLI,FALSE
0.21050805788821947,30.624527054100795,1.0030577704464372,0.3431256101207302,0.8667983401596395,-7.329409513715067,P06986,ECOLI,FALSE
0.18777495982090997,28.97590883941286,0.913040893026383,0.386017316203898,0.8667983401596395,-7.416235422844216,P06987,ECOLI,FALSE
-0.03786610262208612,29.70357368652643,-0.3058155238403058,0.7669929349706264,0.9439277789660041,-7.807738033615523,P06988,ECOLI,FALSE
-0.07714967441262743,26.73492764488241,-0.25740907176578104,0.8028950255072932,0.9510018748727161,-7.822787716364284,P06989,ECOLI,FALSE
-0.08756490967810393,28.551049740216047,-0.4884796978614902,0.6373813642295347,0.9108056373387474,-7.728432183630069,P06992,ECOLI,FALSE
-0.016502351876077626,27.849562418569388,-0.08291822213941837,0.9358078196917943,0.983214497487731,-7.855732148344918,P06993,ECOLI,FALSE
-0.12576407272813128,36.68456828262196,-0.7235738162400812,0.4884742673038013,0.8718113119746619,-7.576392951461114,P06996;Q1PI90,ECOLI,FALSE
0.10064319918372533,31.71016595141059,0.8941280513020109,0.3955039975283928,0.8667983401596395,-7.4336288001873365,P06999,ECOLI,FALSE
-0.22874408805482105,25.977145368619723,-1.3760376209413288,0.20346057673550466,0.8667983401596395,-6.905979496856211,P07000,ECOLI,FALSE
0.210146635844076,31.22747022135099,2.193461411204125,0.057186826334056744,0.8667983401596395,-5.73002008010072,P07001,ECOLI,FALSE
0.07455430783350181,32.23810660971992,0.9109397510832592,0.3870630887637768,0.8667983401596395,-7.418182599767862,P07003,ECOLI,FALSE
-0.030247109471023492,30.82536425818531,-0.28664042160730496,0.7811496598823113,0.9470160197557581,-7.814003292974899,P07004,ECOLI,FALSE
0.12339569708094089,31.70448364103511,0.7185846424240225,0.4913922004331629,0.8718113119746619,-7.580173416833728,P07012,ECOLI,FALSE
-0.10801450081673636,33.694243341170385,-1.1301516577192408,0.28884215572270044,0.8667983401596395,-7.196028402046208,P07014,ECOLI,FALSE
-0.26277057138948123,30.542973931375315,-1.588845407153015,0.14800107437143062,0.8667983401596395,-6.6261261411963215,P07017;P02942,ECOLI,FALSE
0.09418574213472652,26.585725030779294,0.8681617436173986,0.4087978675967182,0.8667983401596395,-7.457015052902802,P07023,ECOLI,FALSE
0.15902432642776887,31.42564023320378,1.0965763330153873,0.30248046873486933,0.8667983401596395,-7.232440772525711,P07024,ECOLI,FALSE
0.1059127855808093,27.08107777546415,0.7199471871154556,0.4905942156873021,0.8718113119746619,-7.579143271955887,P07102,ECOLI,FALSE
0.32995910501589876,25.810914651381157,1.526721222782584,0.1626086871089643,0.8667983401596395,-6.710252067613048,P07109,ECOLI,FALSE
-0.24403185382305637,28.795237611614226,-1.3825378252958291,0.20152980533210396,0.8667983401596395,-6.897796638216417,P07117,ECOLI,FALSE
0.10557019508810583,32.511529724994,0.9775829881077377,0.354885926517558,0.8667983401596395,-7.354646800184319,P07118,ECOLI,FALSE
0.034401808172951576,32.61257094981265,0.40233637493017765,0.6972188694461499,0.9272502637602715,-7.770213858323329,P07395,ECOLI,FALSE
-0.10486041610985453,29.815163303331747,-0.9920007578347746,0.3481935202515496,0.8667983401596395,-7.340426858563716,P07604,ECOLI,FALSE
0.16868795039517082,29.740964083291654,1.0651312711221383,0.3157074113640279,0.8667983401596395,-7.265788605940063,P07639,ECOLI,FALSE
0.2859827623155198,24.266885771167964,0.8253722353718854,0.43138300772114635,0.8667983401596395,-7.494284053394158,P07648,ECOLI,FALSE
0.0048191547304128335,29.402628616492716,0.04717832349241622,0.9634447443533799,0.9915665655283026,-7.858321193838894,P07650,ECOLI,FALSE
-0.04569857070898564,24.786383877796606,-0.30607824431135955,0.7667995947790642,0.9439277789660041,-7.807649434805333,P07654,ECOLI,FALSE
0.06396688373811443,29.75739750704257,0.4574558446672485,0.658641004554285,0.9154116441279486,-7.744367678183847,P07762,ECOLI,FALSE
0.05408262266917063,32.863965820214965,0.6468689334302795,0.534540343382494,0.8829523425064184,-7.631922752308087,P07813,ECOLI,FALSE
-0.11854027682592161,27.929588088864616,-1.029199271526596,0.33136572526293817,0.8667983401596395,-7.302979468712441,P07862,ECOLI,FALSE
0.24032847993223783,32.265332815211835,1.4600907364266265,0.17968837454069506,0.8667983401596395,-6.798317744741481,P07913,ECOLI,FALSE
-0.02646887367210482,27.291216411623854,-0.17099867412297254,0.8681665658939941,0.9711880916409417,-7.8432981119763205,P08142,ECOLI,FALSE
0.02105119820637924,26.714523437659622,0.15895120199336582,0.8773646144293834,0.9711880916409417,-7.845505722615221,P08178,ECOLI,FALSE
0.02654789037381633,25.54850324005477,0.10735977471710782,0.9169577981693429,0.9792340005292203,-7.853143912811163,P08179,ECOLI,FALSE
0.08218124662098703,27.24892735616707,0.43652731726192084,0.6731707379690632,0.9191284467069369,-7.754554952308706,P08189,ECOLI,FALSE
0.07179322151165834,27.483672819914766,0.4626192630177329,0.6550792681353741,0.914135912918085,-7.741784389089876,P08190,ECOLI,FALSE
0.1156734073108403,27.923302587774717,1.2207732733488024,0.254474514079889,0.8667983401596395,-7.093758079384584,P08191,ECOLI,FALSE
0.02571909972134634,28.799439370735715,0.23017044258302233,0.8233221261319121,0.9566409042951913,-7.830136007971648,P08192,ECOLI,FALSE
-0.09654989939883762,32.04987137332588,-0.7685220273560803,0.4626877464623308,0.8718113119746619,-7.54129731167368,P08194,ECOLI,FALSE
-0.05049642155900358,35.169102779620125,-0.4443166966625367,0.6677456292754792,0.9191284467069369,-7.750816570830432,P08200;Q1PI72,ECOLI,FALSE
-0.1344736914086866,25.15788601084423,-0.3207477275362203,0.7560316915517931,0.9390974999013786,-7.802584351204862,P08201,ECOLI,FALSE
-0.11864699656526412,28.5840181934239,-0.818755133927464,0.4349508060470342,0.8667983401596395,-7.499904374986086,P08202,ECOLI,FALSE
-0.7375588813567759,27.320865539237914,-2.9638073713247564,0.01659657655157465,0.7431060999600511,-4.486386447812281,P08204,ECOLI,FALSE
-0.18827011706393293,29.53003319324869,-1.2320241024405865,0.2504508734027152,0.8667983401596395,-7.080668876414643,P08244,ECOLI,FALSE
-8.497209277740374,28.74251943124436,-35.966818312692226,1.0505188795191358e-10,5.446940390306719e-8,15.342364129270186,P08263ups,UPS,TRUE
-0.027934021807659803,32.05976667502559,-0.3664549292234875,0.7228481222210323,0.934997492623007,-7.785322625673901,P08312,ECOLI,FALSE
-0.043272039782813465,25.005078508653792,-0.32078078740133426,0.7560074865841728,0.9390974999013786,-7.802572674716339,P08337,ECOLI,FALSE
0.2439268358286526,24.945706571809087,1.1235961273331114,0.2914659922227708,0.8667983401596395,-7.20320225908449,P08368,ECOLI,FALSE
0.3407432428947743,25.905734880422926,1.315323978395672,0.22227164549210157,0.8667983401596395,-6.981197470573745,P08369,ECOLI,FALSE
-0.27366642005669206,27.86012947394004,-2.139499082040114,0.06235607664358116,0.8667983401596395,-5.81432610419718,P08373,ECOLI,FALSE
0.26906544403006194,29.396055592225085,2.3333468951388023,0.04566577695095742,0.8667983401596395,-5.508875332269724,P08390,ECOLI,FALSE
0.3496696627570479,26.248969202706125,1.7879919416882526,0.10884249022412598,0.8667983401596395,-6.344797398947423,P08395,ECOLI,FALSE
-0.2975280582809283,25.540494577836917,-1.1803227319387735,0.26938055468193906,0.8667983401596395,-7.14011229406965,P08400,ECOLI,FALSE
0.039418075138840436,33.369854579299634,0.44146187769424655,0.6697315802468169,0.9191284467069369,-7.752194029940936,P08506,ECOLI,FALSE
-0.007557455312689143,31.3234373220533,-0.09201846322534742,0.9287838070235666,0.9798055014073638,-7.854846018801586,P08622,ECOLI,FALSE
0.38412241883434817,21.973717323747916,1.7628931484005392,0.11318755955985194,0.8667983401596395,-6.381146243272231,P08660,ECOLI,FALSE
-9.871831189807526,28.730682490139383,-3.5690805734507016,0.006455055154137938,0.39375836440241424,-3.5043165754861434,P08758ups,UPS,FALSE
0.05359594587168459,33.353783922844784,0.4213100824853928,0.6838271250732711,0.9208944577779469,-7.761675503500939,P08839;P32670,ECOLI,FALSE
-0.05573134988743789,31.52405334778353,-0.7021724288817194,0.5010686445097219,0.8725743672803614,-7.592445454941506,P08997,ECOLI,FALSE
-0.010633377310874437,24.274249517085792,-0.06858798481332685,0.9468803350445537,0.9872363427995635,-7.856940913642625,P09029,ECOLI,FALSE
0.013699088870851028,30.392147059826097,0.159692694774412,0.8767979155420993,0.9711880916409417,-7.8453744769322125,P09030,ECOLI,FALSE
0.11026693068993865,27.338392883972613,0.5229362552609464,0.6141766776334782,0.9066528131627414,-7.709576765218024,P09053,ECOLI,FALSE
-0.086887903488023,26.885648508420534,-0.4901386974908656,0.6362541432315005,0.9108056373387474,-7.72755213329096,P09099,ECOLI,FALSE
-0.058392918828381823,27.917595535664503,-0.2664584097536215,0.7961428537351518,0.9489656773831637,-7.820167464178137,P09126,ECOLI,FALSE
-0.056572418964723425,31.676254262908866,-0.7418396503637482,0.4778860047242659,0.8718113119746619,-7.562355213097705,P09127,ECOLI,FALSE
0.24580285455285633,30.507417724904602,1.5020256245999652,0.16876376536663334,0.8667983401596395,-6.743161243626058,P09147,ECOLI,FALSE
-0.10267481277702117,28.813079734478578,-0.6021655178180243,0.562547960676299,0.8947273546339295,-7.6616816727281565,P09148,ECOLI,FALSE
-0.0583677862407761,27.942271747788666,-0.3618959216020653,0.7261318380785027,0.934997492623007,-7.787144538379361,P09152,ECOLI,FALSE
-0.10465658163921177,25.70386029062282,-0.35605096246009316,0.7303504971030703,0.934997492623007,-7.789447978900197,P09155,ECOLI,FALSE
-0.15529034263630237,28.261073849310634,-1.5368482809932615,0.16014289241782179,0.8667983401596395,-6.696667628398346,P09158,ECOLI,FALSE
0.07690526054300051,33.65611338581139,0.4779871953553226,0.6445334711455286,0.9108056373387474,-7.7339326878416745,P09169;P34210,ECOLI,FALSE
0.055959592601553254,32.3299436461415,0.6573653656400553,0.5280861389351594,0.8829523425064184,-7.624654582143666,P09323,ECOLI,FALSE
-0.16735283694012537,32.25327401670161,-1.0940253157794,0.3035370787917925,0.8667983401596395,-7.235173590112995,P09372;REV__P22106,ECOLI,FALSE
