Protein IDs,Majority protein IDs,Protein names,Gene names,Fasta headers,Species,LFQ intensity UPS1_01,LFQ intensity UPS1_02,LFQ intensity UPS1_03,LFQ intensity UPS1_04,LFQ intensity UPS2_01,LFQ intensity UPS2_02,LFQ intensity UPS2_03,LFQ intensity UPS2_04
P00547,P00547,Homoserine kinase,thrB,>sp|P00547|KHSE_ECOLI Homoserine kinase OS=Escherichia coli (strain K12) GN=thrB PE=1 SV=2,ECOLI,25.829167705635925,25.78781689724177,25.86364815786447,26.13871833429293,25.733756197630193,25.67606293513324,25.86384977318512,26.00542321411176
P00550,P00550,PTS system mannitol-specific EIICBA component;Mannitol permease IIC component;Mannitol-specific phosphotransferase enzyme IIB component;Mannitol-specific phosphotransferase enzyme IIA component,mtlA,>sp|P00550|PTM3C_ECOLI PTS system mannitol-specific EIICBA component OS=Escherichia coli (strain K12) GN=mtlA PE=1 SV=1,ECOLI,30.688271183959298,31.159324348230196,30.98156629485972,31.305080205489887,31.336048112114156,30.9209250483284,31.368126874244034,31.270715834364843
P00561,P00561,Bifunctional aspartokinase/homoserine dehydrogenase 1;Aspartokinase;Homoserine dehydrogenase,thrA,>sp|P00561|AK1H_ECOLI Bifunctional aspartokinase/homoserine dehydrogenase 1 OS=Escherichia coli (strain K12) GN=thrA PE=1 SV=2,ECOLI,29.432773606795685,29.836702572127628,29.697893811922466,29.74356271385251,29.848626572151176,29.56460830560415,29.772654345895745,29.81649300611756
P00562,P00562,Bifunctional aspartokinase/homoserine dehydrogenase 2;Aspartokinase;Homoserine dehydrogenase,metL,>sp|P00562|AK2H_ECOLI Bifunctional aspartokinase/homoserine dehydrogenase 2 OS=Escherichia coli (strain K12) GN=metL PE=1 SV=3,ECOLI,28.2668631083559,27.72226831944645,28.0784662343616,27.49186551857046,28.07501224898769,27.906323107617304,27.884362233118626,27.872107110909756
P00579,P00579,RNA polymerase sigma factor rpoD,rpoD,>sp|P00579|RPOD_ECOLI RNA polymerase sigma factor rpoD OS=Escherichia coli (strain K12) GN=rpoD PE=1 SV=2,ECOLI,32.43794568028395,32.1915718374798,31.951927371063128,31.897934415822427,32.06437280807481,32.00114519650187,31.85125829024978,31.93533855941684
P00582,P00582,DNA polymerase I,polA,>sp|P00582|DPO1_ECOLI DNA polymerase I OS=Escherichia coli (strain K12) GN=polA PE=1 SV=1,ECOLI,31.592089156629896,31.77210679086805,31.670963613140607,31.76070523869745,31.83249202064856,31.698833791896927,31.77944168638446,31.79839230952629
P00709ups,P00709ups,NA,NA,>P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human),UPS,32.086672035711615,32.13849252605927,32.08395434952335,31.89576668771617,27.878916773169138,27.961606404359294,28.012567516016237,28.018276368078883
P00803,P00803,Signal peptidase I,lepB,>sp|P00803|LEP_ECOLI Signal peptidase I OS=Escherichia coli (strain K12) GN=lepB PE=1 SV=2,ECOLI,30.911045455853596,30.26456533981311,30.44516860758332,30.12334590175794,29.94319008564413,30.763059369581622,29.62354246908391,29.834514094717708
P00805,P00805,L-asparaginase 2,ansB,>sp|P00805|ASPG2_ECOLI L-asparaginase 2 OS=Escherichia coli (strain K12) GN=ansB PE=1 SV=2,ECOLI,29.289282940222282,29.610378131579036,29.742534910194358,29.543826458068107,29.448145333118767,29.562901683029395,29.68689813103395,29.73489139714922
P00811,P00811,Beta-lactamase,ampC,>sp|P00811|AMPC_ECOLI Beta-lactamase OS=Escherichia coli (strain K12) GN=ampC PE=1 SV=1,ECOLI,27.05703924550441,26.745712215838093,26.42616706290146,26.296131496568293,26.66106290066535,26.874357134954995,26.576982639333306,26.891618820540742
P00864,P00864,Phosphoenolpyruvate carboxylase,ppc,>sp|P00864|CAPP_ECOLI Phosphoenolpyruvate carboxylase OS=Escherichia coli (strain K12) GN=ppc PE=1 SV=1,ECOLI,32.14913325791629,32.14174106672324,31.956420646685544,31.952903574228305,31.989607509321242,32.13443144388275,31.964195890284827,31.9740789477127
P00887,P00887,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive",aroH,">sp|P00887|AROH_ECOLI Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive OS=Escherichia coli (strain K12) GN=aroH PE=3 SV=4",ECOLI,28.480654547667356,28.5638935018273,28.383202733707606,28.288431854464715,28.572465819436058,28.356719082923266,28.553534176872247,28.51037614036297
P00888,P00888,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive",aroF,">sp|P00888|AROF_ECOLI Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive OS=Escherichia coli (strain K12) GN=aroF PE=1 SV=1",ECOLI,24.114563845789412,23.410850983295305,24.694471176633293,24.52968127556078,23.801867335457384,24.714119778699992,24.786215730537982,24.85907491297121
P00893,P00893,Acetolactate synthase isozyme 3 large subunit,ilvI,>sp|P00893|ILVI_ECOLI Acetolactate synthase isozyme 3 large subunit OS=Escherichia coli (strain K12) GN=ilvI PE=1 SV=2,ECOLI,NA,24.406802102190365,24.497455796098404,24.469138881517768,24.458676547787142,NA,24.09950105821392,24.729955078109356
P00895,P00895,Anthranilate synthase component 1,trpE,>sp|P00895|TRPE_ECOLI Anthranilate synthase component 1 OS=Escherichia coli (strain K12) GN=trpE PE=1 SV=2,ECOLI,29.29500944042179,29.324442573264715,29.038007022024242,28.905064896828698,29.20783951872911,28.867107322127886,29.10352727635488,29.013845111851754
P00903,P00903,Para-aminobenzoate synthase glutamine amidotransferase component II,pabA,>sp|P00903|PABA_ECOLI Para-aminobenzoate synthase glutamine amidotransferase component II OS=Escherichia coli (strain K12) GN=pabA PE=1 SV=1,ECOLI,25.894847998424684,25.22581769405059,25.080260366341317,25.961626318144887,25.794004104655684,NA,25.390536106942257,25.702609353134115
P00904,P00904,Anthranilate synthase component II;Glutamine amidotransferase;Anthranilate phosphoribosyltransferase,trpD,>sp|P00904|TRPG_ECOLI Anthranilate synthase component II OS=Escherichia coli (strain K12) GN=trpD PE=1 SV=3,ECOLI,27.851016525733677,28.16774518975065,27.838134237596197,28.067125965772984,28.0765389384033,27.706246218821473,28.123393977034183,27.85389139948
P00909,P00909,Tryptophan biosynthesis protein TrpCF;Indole-3-glycerol phosphate synthase;N-(5-phospho-ribosyl)anthranilate isomerase,trpC,>sp|P00909|TRPC_ECOLI Tryptophan biosynthesis protein TrpCF OS=Escherichia coli (strain K12) GN=trpC PE=1 SV=3,ECOLI,28.6981286689585,28.73817097668635,28.299136059942015,28.200869863080374,28.568093843084707,28.19189860219108,28.622317645856995,28.540076792934983
P00915ups,P00915ups,NA,NA,>P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human),UPS,33.745381566183966,33.89517989229735,33.578676210390014,33.828812602215876,35.48771464002118,35.52691184621895,35.57525298860386,35.590306577194625
P00918ups,P00918ups,NA,NA,>P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human),UPS,33.09330486960427,33.545573065678965,33.05030988055691,33.405196557269974,35.045739255758335,34.9145682235028,35.11507939607865,35.235266018427495
P00926,P00926,D-serine dehydratase,dsdA,>sp|P00926|SDHD_ECOLI D-serine dehydratase OS=Escherichia coli (strain K12) GN=dsdA PE=1 SV=3,ECOLI,28.289713706513936,28.59907844151161,28.60979327614957,28.813839536490754,28.79893002210887,28.687405803764673,28.7818773330599,28.77692694770644
P00934,P00934,Threonine synthase,thrC,>sp|P00934|THRC_ECOLI Threonine synthase OS=Escherichia coli (strain K12) GN=thrC PE=1 SV=1,ECOLI,30.729700919038496,31.15821429813115,30.931995856395616,31.09358183181543,31.14216235734958,30.904102088318982,31.198844962721743,31.07662292951845
P00935,P00935,Cystathionine gamma-synthase,metB,>sp|P00935|METB_ECOLI Cystathionine gamma-synthase OS=Escherichia coli (strain K12) GN=metB PE=1 SV=1,ECOLI,26.399857238678653,26.141033258363837,26.177310753729834,26.18361127747213,26.102909930974693,26.170597884912812,26.526632838237095,26.284560651483712
P00936,P00936,Adenylate cyclase,cyaA,>sp|P00936|CYAA_ECOLI Adenylate cyclase OS=Escherichia coli (strain K12) GN=cyaA PE=3 SV=5,ECOLI,23.34014588315202,23.22943007788695,NA,23.833566969389224,23.280103680574822,NA,23.362376760451397,23.220082300667745
P00944,P00944,Xylose isomerase,xylA,>sp|P00944|XYLA_ECOLI Xylose isomerase OS=Escherichia coli (strain K12) GN=xylA PE=3 SV=1,ECOLI,27.688805746445826,27.939711524811166,27.054816195862223,27.947039433455604,28.088538105558417,27.793616173738926,28.453250992250638,27.883162752458265
P00946,P00946,Mannose-6-phosphate isomerase,manA,>sp|P00946|MANA_ECOLI Mannose-6-phosphate isomerase OS=Escherichia coli (strain K12) GN=manA PE=1 SV=1,ECOLI,30.802857023506647,31.378516451094672,31.333919970722754,31.632052389690074,31.514628104637882,31.31353604439201,31.602831390816895,31.527537126282894
P00954,P00954,Tryptophan--tRNA ligase,trpS,>sp|P00954|SYW_ECOLI Tryptophan--tRNA ligase OS=Escherichia coli (strain K12) GN=trpS PE=1 SV=3,ECOLI,30.588751422866302,31.260318233550343,31.131366637956987,31.586411119378017,31.494290216595626,31.165271063662964,31.49220760878006,31.41156135638862
P00956,P00956,Isoleucine--tRNA ligase,ileS,>sp|P00956|SYI_ECOLI Isoleucine--tRNA ligase OS=Escherichia coli (strain K12) GN=ileS PE=1 SV=5,ECOLI,32.886206753435594,33.00348384616068,33.01557067214924,33.00234999341413,33.01498511110144,33.04273934532472,32.998857150273615,33.02554497490979
P00957,P00957,Alanine--tRNA ligase,alaS,>sp|P00957|SYA_ECOLI Alanine--tRNA ligase OS=Escherichia coli (strain K12) GN=alaS PE=1 SV=2,ECOLI,33.37029194744831,33.51120735414233,33.300242160228066,33.4390848192385,33.516907972197785,33.329561232918365,33.44278340448274,33.302111471158014
P00959,P00959,Methionine--tRNA ligase,metG,>sp|P00959|SYM_ECOLI Methionine--tRNA ligase OS=Escherichia coli (strain K12) GN=metG PE=1 SV=2,ECOLI,31.81732504204765,32.3744861296679,32.25103924707419,32.55790558575798,32.49305880676576,32.29550076344799,32.554561049592046,32.50811992773575
P00960,P00960,Glycine--tRNA ligase alpha subunit,glyQ,>sp|P00960|SYGA_ECOLI Glycine--tRNA ligase alpha subunit OS=Escherichia coli (strain K12) GN=glyQ PE=1 SV=2,ECOLI,31.024975063891166,31.603471205255858,31.30740063602018,31.793133774912807,31.890358714624004,31.47438708376509,31.672493741263448,31.74968057331847
P00961,P00961,Glycine--tRNA ligase beta subunit,glyS,>sp|P00961|SYGB_ECOLI Glycine--tRNA ligase beta subunit OS=Escherichia coli (strain K12) GN=glyS PE=1 SV=4,ECOLI,33.27795374906273,33.55028198880163,33.54542525616593,33.65739556174182,33.76989040810486,33.571667488698395,33.75446270918663,33.79293632682041
P00962,P00962,Glutamine--tRNA ligase,glnS,>sp|P00962|SYQ_ECOLI Glutamine--tRNA ligase OS=Escherichia coli (strain K12) GN=glnS PE=1 SV=3,ECOLI,31.4032378900752,31.784589742081668,31.619147744149814,31.90269198347448,31.907985427587725,31.753977929339907,31.8931647149836,31.94249219963882
P00963,P00963,Aspartate--ammonia ligase,asnA,>sp|P00963|ASNA_ECOLI Aspartate--ammonia ligase OS=Escherichia coli (strain K12) GN=asnA PE=1 SV=1,ECOLI,28.6665135543039,29.028730764413456,28.75936833242927,28.92356856245172,29.030618129629236,28.92608928450365,28.83951829882111,28.56884881035031
P00968,P00968,Carbamoyl-phosphate synthase large chain,carB,>sp|P00968|CARB_ECOLI Carbamoyl-phosphate synthase large chain OS=Escherichia coli (strain K12) GN=carB PE=1 SV=2,ECOLI,31.481640361099863,31.554764707740095,31.48994729179568,31.517027263942463,31.517344131873525,31.576039500072365,31.437937788859003,31.67408525441776
P01008ups;CON__P41361,P01008ups,NA,NA,>P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human),UPS,33.50686947948424,33.84288383217357,33.51688974067288,33.74097689584555,24.543408559976342,25.777813062723013,25.031052452842523,24.962989239963242
P01031ups,P01031ups,NA,NA,>P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human),UPS,30.563307255723366,30.540115062388185,30.54598576553266,30.998600831877788,32.7482326207204,32.871818709845485,32.55209442008318,32.668607212191986
P01133ups,P01133ups,NA,NA,>P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human),UPS,29.63653186412405,29.953399734468867,29.98216284699742,30.44012645844618,28.8488576338037,29.14602215636659,29.31967145803593,29.443254681586915
P01344ups,P01344ups,NA,NA,>P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human),UPS,31.37149484881239,32.08328802205126,31.817401784318747,32.30320047227167,25.08448318151594,23.500442997734112,24.620597688719435,NA
P02144ups,P02144ups,NA,NA,>P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human),UPS,32.97122650912026,32.60916909609499,32.68952895483709,32.40183991343551,31.594882422629414,31.563609994901604,31.761296788641218,31.353124843893085
P02358,P02358,"30S ribosomal protein S6;30S ribosomal protein S6, fully modified isoform;30S ribosomal protein S6, non-modified isoform",rpsF,>sp|P02358|RS6_ECOLI 30S ribosomal protein S6 OS=Escherichia coli (strain K12) GN=rpsF PE=1 SV=1,ECOLI,33.85222666659742,33.65498759462636,33.82079642792219,33.775380489173884,33.67110264564138,33.977506532374264,33.67297287930334,33.72288493027838
P02359,P02359,30S ribosomal protein S7,rpsG,>sp|P02359|RS7_ECOLI 30S ribosomal protein S7 OS=Escherichia coli (strain K12) GN=rpsG PE=1 SV=3,ECOLI,33.7959645666587,33.8436512741976,34.03166875304464,33.747603064257675,33.6802206041711,34.05357550636272,33.701433800246555,34.14051672043158
P02413;P75981,P02413,50S ribosomal protein L15,rplO,>sp|P02413|RL15_ECOLI 50S ribosomal protein L15 OS=Escherichia coli (strain K12) GN=rplO PE=1 SV=1,ECOLI,32.629966801743016,32.71340289287184,32.84039518869626,32.48914100783534,32.69288970220866,32.997016542550995,32.59939428995037,32.77279238645079
P02753ups,P02753ups,NA,NA,>P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human),UPS,32.460991087215255,32.17157054873179,32.15997445704325,32.01320611677612,28.33219696187083,28.441170806542647,28.246471700282193,27.702048569869913
P02787ups;CON__Q2HJF0,P02787ups,NA,NA,>P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human),UPS,35.14596004995794,34.937851182785636,34.70816895846349,34.728140277008066,22.62677734366686,NA,22.615989992506183,19.61531523827902
P02788ups,P02788ups,NA,NA,>P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human),UPS,33.961796595925506,34.06356173920075,33.89641268613441,36.4426004352523,19.928602167490638,23.150007667563397,20.6828015957438,22.730636051762925
P02916,P02916,Maltose transport system permease protein malF,malF,>sp|P02916|MALF_ECOLI Maltose transport system permease protein malF OS=Escherichia coli (strain K12) GN=malF PE=1 SV=1,ECOLI,27.522306149185845,27.79777370510413,27.827786814486956,28.08174368326492,27.7880141638942,27.834521320648626,27.999019990360452,27.888101480218502
P02918,P02918,Penicillin-binding protein 1A;Penicillin-insensitive transglycosylase;Penicillin-sensitive transpeptidase,mrcA,>sp|P02918|PBPA_ECOLI Penicillin-binding protein 1A OS=Escherichia coli (strain K12) GN=mrcA PE=1 SV=1,ECOLI,27.479281859608623,27.170928596886583,27.144714556113243,27.50406017126784,27.240729037691434,27.521025938752558,27.378095915515715,27.77889087582913
P02919-2;P02919,P02919-2;P02919,Penicillin-binding protein 1B;Penicillin-insensitive transglycosylase;Penicillin-sensitive transpeptidase,mrcB,>sp|P02919-2|PBPB_ECOLI Isoform Gamma of Penicillin-binding protein 1B OS=Escherichia coli (strain K12) GN=mrcB;>sp|P02919|PBPB_ECOLI Penicillin-binding protein 1B OS=Escherichia coli (strain K12) GN=mrcB PE=1 SV=2,ECOLI,29.446501395779208,29.460762061624067,29.806926491039174,29.71807440068402,29.668639610835974,29.870868857781574,29.466308893192394,29.699943689108952
P02924,P02924,L-arabinose-binding periplasmic protein,araF,>sp|P02924|ARAF_ECOLI L-arabinose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=araF PE=1 SV=2,ECOLI,30.131764259069765,30.47166557234505,30.16281305508405,30.397658629154524,30.454759117107628,30.212819930267212,30.458190572591217,30.62289376548226
P02925,P02925,D-ribose-binding periplasmic protein,rbsB,>sp|P02925|RBSB_ECOLI D-ribose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=rbsB PE=1 SV=1,ECOLI,35.94986378966264,35.76701342713497,35.95623089467961,35.67214142420002,35.85095090568505,35.96626164190447,35.75044635674655,35.864761724368634
P02930,P02930,Outer membrane protein tolC,tolC,>sp|P02930|TOLC_ECOLI Outer membrane protein tolC OS=Escherichia coli (strain K12) GN=tolC PE=1 SV=3,ECOLI,32.87365782500664,33.44637425396856,33.40899771813939,33.69517645227394,33.530415999703536,33.47458022855966,33.54293788305876,33.63380793678472
P02931;P02932,P02931,Outer membrane protein F,ompF,>sp|P02931|OMPF_ECOLI Outer membrane protein F OS=Escherichia coli (strain K12) GN=ompF PE=1 SV=1,ECOLI,35.03930997996354,34.704569254208764,35.05304122673378,34.82359557905822,34.82304584786877,35.14169414617844,34.65784515813301,34.61259590734434
P02943,P02943,Maltoporin,lamB,>sp|P02943|LAMB_ECOLI Maltoporin OS=Escherichia coli (strain K12) GN=lamB PE=1 SV=1,ECOLI,32.427262613437215,32.7667555045485,32.79744831604776,33.29313365399301,33.07168347098788,32.995233880153236,33.321532828727506,33.1135981895502
P03004,P03004,Chromosomal replication initiator protein DnaA,dnaA,>sp|P03004|DNAA_ECOLI Chromosomal replication initiator protein DnaA OS=Escherichia coli (strain K12) GN=dnaA PE=1 SV=2,ECOLI,27.480997515704367,27.043341547237684,27.22755033857882,26.7862693076788,27.14502529690489,27.559992142785628,27.350773986815874,26.825363116252248
P03018,P03018,DNA helicase II,uvrD,>sp|P03018|UVRD_ECOLI DNA helicase II OS=Escherichia coli (strain K12) GN=uvrD PE=1 SV=1,ECOLI,26.746544532282474,27.129338621649733,27.04500293836571,27.990159057991125,27.64936626141715,27.315823194330882,27.54812993536144,27.347639811015387
P03813,P03813,Uncharacterized protein YgeA,ygeA,>sp|P03813|YGEA_ECOLI Uncharacterized protein YgeA OS=Escherichia coli (strain K12) GN=ygeA PE=1 SV=1,ECOLI,27.754226481153143,27.68520821085056,27.915572403589753,27.64962056275753,27.850027777761337,27.82146024276428,27.5016767026282,27.80100542895333
P03817,P03817,Protein mioC,mioC,>sp|P03817|MIOC_ECOLI Protein mioC OS=Escherichia coli (strain K12) GN=mioC PE=1 SV=4,ECOLI,27.581205170189424,28.12459772125186,27.998950358035003,28.573187638747225,28.505960903934465,27.9541460299495,28.180067553541946,28.354537985269335
P03819,P03819,Glutathione-regulated potassium-efflux system protein kefC,kefC,>sp|P03819|KEFC_ECOLI Glutathione-regulated potassium-efflux system protein kefC OS=Escherichia coli (strain K12) GN=kefC PE=1 SV=2,ECOLI,25.818199384602924,25.80652909172965,25.31882490761863,24.71225558699576,25.13810433905023,25.340703022569024,25.969042228385874,24.532383959194647
P03841,P03841,Maltose operon periplasmic protein,malM,>sp|P03841|MALM_ECOLI Maltose operon periplasmic protein OS=Escherichia coli (strain K12) GN=malM PE=4 SV=1,ECOLI,30.097840329601382,30.867336069546855,30.961807612257036,31.19960510120565,31.073628937425475,31.006097396977445,30.956994942040392,31.124055322278828
P04036,P04036,Dihydrodipicolinate reductase,dapB,>sp|P04036|DAPB_ECOLI Dihydrodipicolinate reductase OS=Escherichia coli (strain K12) GN=dapB PE=1 SV=1,ECOLI,29.552007245247967,29.690609904794833,29.815610350435417,30.10244412473086,29.86608263103177,29.84208603107879,29.923070418623293,29.833219070436908
P04040ups,P04040ups,NA,NA,>P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human),UPS,34.50886803660286,34.638055908417016,34.609462966725076,34.45891980154754,33.756405269178046,33.685755094143346,33.72261823705714,33.74695250120229
P04079,P04079,GMP synthase [glutamine-hydrolyzing],guaA,>sp|P04079|GUAA_ECOLI GMP synthase [glutamine-hydrolyzing] OS=Escherichia coli (strain K12) GN=guaA PE=1 SV=1,ECOLI,31.205893159308914,31.80549901936231,31.568096978530406,32.13677756844483,32.08181068791757,31.671504068505676,32.12704158468266,32.044134143723426
P04128,P04128,"Type-1 fimbrial protein, A chain",fimA,">sp|P04128|FIMA1_ECOLI Type-1 fimbrial protein, A chain OS=Escherichia coli (strain K12) GN=fimA PE=1 SV=2",ECOLI,28.57774592905746,29.2961047544884,29.299008378398376,29.629932542086753,29.531097691497514,29.2249944496304,29.53350262610222,29.548382615463588
P04335,P04335,Esterase FrsA,frsA,>sp|P04335|FRSA_ECOLI Esterase frsA OS=Escherichia coli (strain K12) GN=frsA PE=3 SV=2,ECOLI,29.620619397520557,29.81387260158084,29.702808314136387,29.44309843307589,29.441072035409878,29.81076035410707,29.713112574965734,29.51587546269603
P04425,P04425,Glutathione synthetase,gshB,>sp|P04425|GSHB_ECOLI Glutathione synthetase OS=Escherichia coli (strain K12) GN=gshB PE=1 SV=1,ECOLI,30.449536304418285,30.832734476971424,30.991279224950386,31.044852663729873,30.876788180343617,31.11678226161502,30.908991112573688,31.0730776681562
P04693,P04693,Aromatic-amino-acid aminotransferase,tyrB,>sp|P04693|TYRB_ECOLI Aromatic-amino-acid aminotransferase OS=Escherichia coli (strain K12) GN=tyrB PE=1 SV=1,ECOLI,29.37269674804763,29.59054521205467,29.128040221164817,29.411218905588587,29.749276851123025,29.313816739064592,29.480316494346187,29.707363904069084
